Continue
Speed: 13107
12630436,0.00,0.00
12732391,0.00,0.00
12834222,0.00,0.00
12936036,0.00,0.00
13037845,0.00,0.00
13139654,0.00,0.00
13241464,0.00,0.00
13343272,0.00,0.00
13445083,0.00,0.00
13546895,0.00,0.00
13648704,0.00,0.00
13750514,0.00,0.00
13852322,0.00,0.00
13954131,0.00,0.00
14055939,0.00,0.00
14157749,0.00,0.00
14259557,0.00,0.00
14361366,0.00,0.00
14463178,0.00,0.00
14564987,0.00,0.00
14666796,0.00,0.00
14768606,0.00,0.00
14870419,0.00,0.00
14972225,0.00,0.00
15074031,0.00,0.00
15175837,0.00,0.00
15277647,0.00,0.00
15379457,0.00,0.00
15481267,0.00,0.00
15583075,1.64,1.47
15684898,17.02,16.03
15786889,42.38,39.27
15888881,73.30,67.25
15990881,106.84,96.04
16092959,142.19,118.79
16195126,178.67,135.80
16297291,215.81,148.40
16399457,253.28,156.58
16501623,290.92,162.31
16603788,328.55,166.40
16705954,366.34,169.35
16808123,404.14,172.29
16910288,442.10,176.71
17012458,479.57,191.76
17114624,517.04,215.65
17216786,553.36,244.61
17318955,584.61,276.19
17421119,610.79,308.91
17523287,632.39,342.62
17625455,649.90,376.98
17727618,663.81,411.67
17829782,674.44,446.52
17931949,682.29,481.53
18034115,687.69,516.71
18136283,690.80,552.22
18238449,692.11,587.56
18340616,692.28,623.06
18442781,692.28,658.73
18544947,692.28,694.40
18647110,692.28,730.24
18749276,692.28,766.23
18851445,692.28,802.23
18953611,692.28,838.22
19055776,692.28,874.22
19157944,692.28,910.22
19260110,692.28,946.38
19362277,692.28,982.54
Speed: 16383
19965740,0.00,0.00
20067559,0.00,11.13
20169463,0.00,34.20
20271362,0.00,63.32
20373265,0.00,95.55
20475164,0.00,129.75
20577154,0.00,164.77
20679140,0.00,200.43
20781125,0.00,236.27
20883115,0.00,272.43
20985102,0.00,308.75
21087087,0.00,345.07
21189074,0.00,381.40
21291063,0.00,417.72
21393051,0.00,454.21
21495039,0.00,490.70
21597030,0.00,527.18
21699019,0.00,563.67
21801006,0.00,600.32
21902992,0.00,636.97
22004978,0.00,673.62
22106974,0.00,710.27
22208975,0.00,746.92
22310963,0.00,783.58
22412951,0.00,820.23
22514937,0.00,857.04
22616923,0.00,893.85
22718910,0.00,930.67
22820897,0.00,967.48
Speed: 19659
23424160,0.00,0.00
23525977,0.00,11.29
23627879,0.00,34.69
23729779,0.00,64.63
23831681,0.00,97.84
23933577,0.00,132.70
24035564,0.00,168.69
24137554,0.00,205.02
24239542,0.00,241.83
24341530,0.00,278.81
24443521,0.00,315.79
24545510,0.00,352.76
24647497,0.00,389.91
24749487,0.00,426.88
24851479,0.16,463.86
24953467,1.96,501.00
25055456,6.71,537.98
25157448,12.76,575.12
25259526,17.02,612.10
25361603,19.14,649.08
25463681,19.80,686.22
25565761,19.80,723.53
25667838,19.80,760.50
25769914,19.80,797.65
25871992,19.80,834.79
25974073,19.96,871.93
26076150,21.76,909.07
26178229,26.67,946.38
26280305,35.34,983.52
Speed: 22935
26883649,0.00,0.00
26985469,2.45,12.44
27087369,9.49,36.32
27189274,20.13,66.76
27291262,29.12,100.46
27393341,34.69,135.97
27495420,37.96,172.46
27597501,39.43,209.27
27699578,39.43,246.41
27801655,40.90,283.55
27903726,45.65,320.69
28005808,53.18,357.84
28107883,63.16,394.98
28209960,73.63,432.12
28312038,81.97,469.43
28414119,87.21,506.73
28516194,90.32,544.04
28618274,91.79,581.50
28720354,92.94,618.81
28822434,97.68,656.28
28924514,106.68,693.91
29026680,117.32,731.38
29128847,125.66,768.85
29231013,131.39,806.32
29333180,134.99,843.95
29435345,138.75,881.58
29537511,147.75,919.22
29639676,160.18,957.01
29741844,173.11,994.81
Speed: 26211
30345277,0.00,0.00
30447094,2.29,11.94
30548994,5.73,35.83
30650895,10.96,66.27
30752887,17.67,100.14
30854962,26.34,135.97
30957045,36.16,172.62
31059124,46.14,209.92
31161199,54.65,247.39
31263278,60.54,284.86
31365356,63.98,322.66
31467432,65.61,360.29
31569509,65.94,398.09
31671589,65.94,435.72
31773669,65.94,473.52
31875749,65.94,511.15
31977830,65.94,548.78
32079907,65.94,586.41
32181988,65.94,624.05
32284066,65.94,661.84
32386146,65.94,699.47
32488223,65.94,737.27
32590302,65.94,774.74
32692380,65.94,812.37
32794457,65.94,849.84
32896535,65.94,887.47
32998613,65.94,925.27
33100695,65.94,962.90
Speed: 29487
33704041,0.00,0.00
33805858,0.00,13.58
33907757,0.00,38.45
34009655,0.00,69.54
34111553,0.00,103.73
34213542,0.00,139.73
34315528,0.00,176.55
34417514,0.00,213.85
34519500,0.00,251.32
34621487,0.00,288.95
34723477,0.00,326.75
34825467,0.00,364.71
34927455,0.00,402.50
