Time,PID_ans,Distance_err
54.018,-1,-1.087
54.038,149,0.0
54.058,-151,-1.087
54.078,-1,-1.087
54.098,-1,-1.087
54.118,-1,-1.087
54.138,-1,-1.087
54.158,149,0.0
54.178,0,0.0
54.198,0,0.0
54.218,0,0.0
54.238,0,0.0
54.258,151,1.087
54.278,1,1.087
54.298,1,1.087
54.318,1,1.087
54.338,1,1.087
54.358,1,1.087
54.378,1,1.087
54.398,1,1.087
54.418,-150,0.0
54.438,0,0.0
54.458,0,0.0
54.478,0,0.0
54.498,0,0.0
54.518,0,0.0
54.538,0,0.0
54.558,0,0.0
54.578,0,0.0
54.598,0,0.0
54.618,0,0.0
54.638,0,0.0
54.658,0,0.0
54.678,0,0.0
54.698,0,0.0
54.718,0,0.0
54.738,0,0.0
54.758,0,0.0
54.778,0,0.0
54.798,0,0.0
54.818,0,0.0
54.838,0,0.0
54.858,0,0.0
54.878,0,0.0
54.898,0,0.0
54.918,0,0.0
54.938,0,0.0
54.958,0,0.0
54.978,-151,-1.087
54.999,-1,-1.087
55.019,-1,-1.087
55.039,-1,-1.087
55.059,149,0.0
55.079,-151,-1.087
55.099,-1,-1.087
55.119,-1,-1.087
55.139,149,0.0
55.159,-151,-1.087
55.179,-153,-2.175
55.199,148,-1.087
55.219,-1,-1.087
55.239,-1,-1.087
55.259,149,0.0
55.279,0,0.0
55.299,0,0.0
55.319,151,1.087
55.339,1,1.087
55.359,1,1.087
55.379,153,2.175
55.399,3,2.175
55.419,3,2.175
55.439,3,2.175
55.459,-148,1.087
55.479,1,1.087
55.499,153,2.175
55.519,3,2.175
55.539,-148,1.087
55.559,1,1.087
55.579,1,1.087
55.599,-149,0.0
55.619,0,0.0
55.639,0,0.0
55.659,0,0.0
55.679,-303,-2.175
55.699,-3,-2.175
55.719,-3,-2.175
55.739,-3,-2.175
55.759,-3,-2.175
55.779,-3,-2.175
55.799,-3,-2.175
55.819,-3,-2.175
55.839,148,-1.087
55.859,-1,-1.087
55.879,-1,-1.087
55.899,149,0.0
55.919,-151,-1.087
55.939,-1,-1.087
55.959,149,0.0
55.979,0,0.0
55.999,151,1.087
56.019,1,1.087
56.039,1,1.087
56.059,1,1.087
56.079,153,2.175
56.099,3,2.175
56.119,-148,1.087
56.139,1,1.087
56.159,1,1.087
56.179,1,1.087
56.199,1,1.087
56.219,1,1.087
56.239,1,1.087
56.259,1,1.087
56.279,-149,0.0
56.299,0,0.0
56.319,0,0.0
56.339,0,0.0
56.359,-151,-1.087
56.379,-1,-1.087
56.399,150,0.0
56.419,0,0.0
56.439,-151,-1.087
56.459,-153,-2.175
56.479,-3,-2.175
56.499,148,-1.087
56.519,-1,-1.087
56.539,-153,-2.175
56.559,-3,-2.175
56.579,-3,-2.175
56.599,-3,-2.175
56.619,148,-1.087
56.639,-1,-1.087
56.659,-1,-1.087
56.679,149,0.0
56.699,0,0.0
56.719,151,1.087
56.739,1,1.087
56.759,1,1.087
56.779,1,1.087
56.799,1,1.087
56.819,1,1.087
56.839,1,1.087
56.859,1,1.087
56.879,1,1.087
56.899,1,1.087
56.919,1,1.087
56.939,1,1.087
56.959,153,2.175
56.979,3,2.175
56.999,-148,1.087
57.019,1,1.087
57.039,153,2.175
57.059,-148,1.087
57.079,1,1.087
57.099,-149,0.0
57.119,-151,-1.087
57.139,150,0.0
57.159,0,0.0
57.179,-151,-1.087
57.199,-1,-1.087
57.219,150,0.0
57.239,0,0.0
57.259,-151,-1.087
57.279,150,0.0
57.299,0,0.0
57.319,0,0.0
57.339,0,0.0
57.359,0,0.0
57.379,151,1.087
57.399,1,1.087
57.419,-149,0.0
57.439,151,1.087
57.459,1,1.087
57.479,153,2.175
57.499,-148,1.087
57.519,1,1.087
57.539,153,2.175
57.559,3,2.175
57.579,-148,1.087
57.599,153,2.175
57.619,3,2.175
57.639,-148,1.087
57.659,153,2.175
57.679,3,2.175
57.699,-148,1.087
57.719,1,1.087
57.739,1,1.087
57.759,1,1.087
57.779,1,1.087
57.799,-149,0.0
57.819,151,1.087
57.839,1,1.087
57.859,-149,0.0
57.879,0,0.0
57.899,0,0.0
57.919,0,0.0
57.939,0,0.0
57.96,-151,-1.087
57.98,150,0.0
58.0,0,0.0
58.02,-151,-1.087
58.04,150,0.0
58.06,0,0.0
58.08,151,1.087
58.1,-149,0.0
58.12,0,0.0
58.14,151,1.087
58.16,-149,0.0
58.18,0,0.0
58.2,151,1.087
58.22,1,1.087
58.24,-149,0.0
58.26,0,0.0
58.28,151,1.087
58.3,1,1.087
58.32,-149,0.0
58.34,151,1.087
58.36,1,1.087
58.38,2,1.087
58.4,-149,0.0
58.42,0,0.0
58.44,152,1.087
58.46,2,1.087
58.48,-149,0.0
58.5,0,0.0
58.52,0,0.0
58.54,0,0.0
58.56,152,1.087
58.58,-149,0.0
58.6,0,0.0
58.62,0,0.0
58.64,0,0.0
58.66,-151,-1.087
58.68,-1,-1.087
58.7,150,0.0
58.72,0,0.0
58.74,0,0.0
58.76,-151,-1.087
58.78,-1,-1.087
58.8,-1,-1.087
58.82,-1,-1.087
58.84,150,0.0
58.86,0,0.0
58.88,0,0.0
58.9,-151,-1.087
58.92,-1,-1.087
58.94,-1,-1.087
58.96,-1,-1.087
58.98,-1,-1.087
59.0,150,0.0
59.02,0,0.0
59.04,0,0.0
59.06,-151,-1.087
59.08,-1,-1.087
59.1,-1,-1.087
59.12,-1,-1.087
59.14,-1,-1.087
59.16,-1,-1.087
59.18,-1,-1.087
59.2,150,0.0
59.22,0,0.0
59.24,0,0.0
59.26,0,0.0
59.28,0,0.0
59.3,-151,-1.087
59.32,-305,-3.262
59.34,-5,-3.262
59.36,-5,-3.262
59.38,-5,-3.262
59.4,146,-2.175
59.42,-3,-2.175
59.44,-3,-2.175
